,com_1,com_2,icd10,cluster
2504,-0.11213735,2.528931,G528,728
2505,-4.9425454,1.3922875,G529,498
2506,0.46044496,7.631028,G53,-1
2507,5.802838,0.50403523,G530,-1
2508,-0.29232115,12.28157,G531,-1
2509,-8.868334,6.210377,G538,-1
2510,-1.8812897,2.128204,G540,676
2511,3.0346699,8.31579,G541,-1
2512,4.5258436,-6.4647226,G542,292
2513,3.682559,12.092301,G543,-1
2514,0.5546751,2.6875103,G544,-1
2515,-5.8853526,0.68196,G545,456
2516,4.490788,3.1179848,G546,451
2517,8.908412,9.181535,G547,185
2518,-1.4734063,2.4806516,G548,708
2519,2.626179,-3.1232808,G549,-1
2520,-0.7064801,11.422255,G550,374
2521,0.9978059,9.858092,G551,368
2522,-4.613948,5.711086,G552,474
2523,4.267056,3.4223666,G553,555
2524,6.059157,2.8863192,G558,-1
2525,10.731981,8.484414,G56,-1
2526,2.9041476,-5.6613994,G560,380
2527,-5.012789,3.8542235,G561,-1
2528,-0.081477955,9.443225,G562,445
2529,-2.1889527,2.0643787,G563,676
2530,3.4111028,5.2816854,G564,606
2531,-2.4401078,5.659061,G568,526
2532,0.438327,3.4023767,G569,698
2533,-1.0984408,5.4187555,G570,-1
2534,8.377435,3.9944232,G571,227
2535,-0.81547403,-7.294114,G572,295
2536,0.73425865,-5.108605,G573,350
2537,5.6121655,-7.134058,G574,-1
2538,1.1349368,3.7600832,G575,689
2539,-0.42160174,3.0616927,G576,690
2540,1.8919982,4.1315556,G578,691
2541,2.4354632,4.8553853,G579,-1
2542,3.140368,-3.0599704,G58,-1
2543,5.004181,-1.0168712,G580,-1
2544,2.5169787,4.049324,G587,570
2545,4.6052966,2.7575681,G588,451
2546,1.9237692,-4.7688046,G589,385
2547,-5.891602,1.248158,G590,479
2548,6.1557927,-3.3529072,G598,269
2549,0.30123174,7.9581647,G600,629
2550,-7.12898,0.8085868,G602,-1
2551,-3.7304995,-9.556097,G603,-1
2552,2.244138,-1.0737555,G608,-1
2553,-5.062093,7.857953,G609,399
2554,4.29674,7.874407,G61,447
2555,1.0781895,-0.67203987,G610,-1
2556,-5.6988974,-7.447331,G611,-1
2557,2.110473,-2.8277676,G618,582
2558,3.7597775,1.754081,G619,-1
2559,2.4924233,-0.052913263,G62,-1
2560,-0.02317087,-1.5695144,G620,632
2561,-4.5863824,-5.3767614,G621,390
2562,4.92641,8.069631,G622,437
2563,-5.724256,3.6882424,G628,495
2564,2.4514012,-5.785685,G629,-1
2565,-8.342219,10.336305,G63,92
2566,-2.489175,-1.4067891,G630,-1
2567,7.6135917,0.12496923,G631,317
2568,-0.3905528,5.2855306,G632,661
2569,2.8331263,8.072964,G633,475
2570,-0.49679393,13.392052,G634,221
2571,0.5279026,0.22490765,G635,656
2572,8.088894,11.486797,G636,153
2573,2.1709797,6.7445264,G638,608
2574,3.974256,7.829276,G64,447
2575,-6.889966,6.9180684,G70,367
2576,4.823912,-5.5994525,G700,-1
2577,-11.785792,10.523143,G701,124
2578,-3.164219,5.8572044,G708,-1
2579,-0.7034342,7.63565,G709,-1
2580,-8.855464,-3.826573,G71,286
2581,-5.943313,-8.438665,G710,119
2582,2.0465624,5.201345,G711,684
2583,4.645512,-4.943637,G712,275
2584,-0.8105613,9.899694,G713,443
2585,5.6311564,0.8477326,G718,503
2586,5.4811544,-1.2775129,G719,-1
2587,4.7270923,4.4739194,G720,550
2588,-5.801107,-2.8605435,G721,363
2589,1.5830077,11.738426,G722,-1
2590,0.54321575,5.307871,G723,664
2591,-4.017245,6.743596,G724,468
2592,-5.11295,4.627794,G728,543
2593,2.3987255,-2.3494387,G729,-1
2594,-0.40360403,14.080355,G73,221
2595,7.589033,15.998959,G730,71
2596,-9.918402,11.159575,G731,90
2597,0.68748087,-5.7021394,G732,351
2598,-6.052216,-0.1973142,G734,359
2599,-5.6047816,-2.8211994,G735,363
2600,-4.557452,5.852065,G737,474
2601,-6.1357017,-1.9819275,G80,342
2602,-6.295083,6.43174,G800,417
2603,2.4340472,9.358932,G801,430
2604,-0.46185797,8.218013,G802,486
2605,-11.175572,-4.08929,G803,114
2606,5.7474637,10.376515,G804,-1
2607,-5.229851,3.2512639,G808,496
2608,1.8445673,1.4115514,G809,-1
2609,4.398234,-0.01947697,G81,524
2610,-5.7219377,2.7318974,G810,496
2611,-1.3433989,-4.0229144,G811,534
2612,-0.42236754,-3.3128548,G819,-1
2613,-2.9080071,-13.0756235,G82,-1
2614,-1.0657108,1.8465497,G820,-1
2615,0.18819733,0.24843813,G821,656
2616,0.9738512,-3.722096,G822,453
2617,-1.6142036,5.41107,G823,-1
2618,-0.51266885,0.91582745,G824,458
2619,-3.703357,3.3466785,G825,-1
2620,11.151013,3.0477834,G830,232
2621,-3.3135602,6.8329363,G831,468
2622,11.551045,3.388376,G832,220
2623,-4.1966615,10.470531,G833,280
2624,-2.3034248,9.279665,G834,372
2625,0.14768475,7.5792456,G838,638
2626,4.902618,-4.4694247,G839,-1
2627,-0.10255322,4.509973,G900,-1
2628,-2.9408026,-7.0227556,G901,255
2629,-7.1929607,13.401077,G902,158
2630,-3.6965108,10.290023,G903,-1
2631,-7.923088,-2.0061736,G904,-1
2632,7.029705,4.1384845,G908,332
2633,-3.647513,4.289111,G909,-1
2634,7.225551,-3.0935833,G91,-1
2635,-4.898357,1.8223643,G910,499
2636,-5.8907633,-8.8804455,G911,119
2637,5.3234587,1.094511,G912,-1
2638,2.4917393,6.69513,G913,608
2639,-1.3039349,9.59501,G918,-1
2640,-5.939819,-8.246629,G919,119
2641,-5.8403172,6.0468326,G92,455
2642,-1.8407494,-6.7561355,G93,256
2643,3.3061182,-0.058716122,G930,523
2644,5.3198085,2.0726588,G931,-1
2645,-5.653517,2.033974,G932,477
2646,0.50455993,2.3507407,G933,712
2647,-6.3430047,-7.955748,G934,119
2648,-2.9777906,11.019527,G935,-1
2649,0.6183449,11.271329,G936,-1
2650,-4.9452024,2.6351767,G938,496
2651,-5.4206104,2.5314634,G939,496
2652,-13.330419,-5.451642,G940,16
2653,7.4219885,4.441833,G941,-1
2654,7.135635,-5.3872156,G942,270
2655,-5.8002257,2.505192,G948,-1
2656,-2.3201153,4.0414824,G950,-1
2657,-4.730963,5.765582,G951,474
2658,2.9011288,-5.0642633,G952,383
2659,2.815114,-5.9641957,G958,-1
2660,3.6184297,-4.992025,G959,-1
2661,1.409921,4.9330287,G960,-1
2662,-7.2094493,-6.514322,G961,-1
2663,-6.494935,-2.3639574,G968,342
2664,4.8475266,1.0433874,G969,485
2665,10.255699,7.1864085,G970,-1
2666,2.7862062,-7.7939973,G971,210
2667,-6.7258115,-4.485356,G972,343
2668,-6.3991165,2.8778992,G978,336
2669,-4.0198936,1.0294597,G98,500
2670,2.9716423,0.34336874,G990,653
2671,0.36801088,1.6063325,G991,724
2672,1.7522852,4.905237,G992,-1
2673,-4.904596,1.2901318,G998,498
2674,3.72142,2.2327154,H00,601
2675,-5.460023,-0.63129663,H000,358
2676,-0.057541355,0.90295225,H001,-1
2677,-4.3567853,2.6517043,H010,493
2678,11.347303,11.240558,H011,47
2679,-4.4473767,-1.2990916,H018,563
2680,-6.991634,4.0833254,H019,-1
2681,-2.319874,5.3734293,H02,578
2682,-5.0293393,3.103376,H020,496
2683,2.1309655,2.1954682,H021,687
2684,-5.54465,3.9761336,H022,-1
2685,-4.608088,2.4911633,H023,-1
2686,-6.3295007,3.207843,H024,336
2687,-6.211397,2.6575985,H025,496
2688,2.0464065,-1.8165098,H026,588
2689,5.28765,5.5095067,H027,-1
2690,-5.312055,-0.20740278,H028,358
2691,-6.5230703,3.09484,H029,336
2692,-4.6756544,11.315949,H03,-1
2693,-13.566206,10.224343,H030,37
2694,5.4854875,-3.9812605,H031,-1
2695,-2.9650393,-2.5019736,H038,-1
2696,9.676812,-2.7381692,H04,224
2697,-5.2708316,3.09892,H040,496
2698,10.049348,4.7655535,H041,229
2699,-3.8685713,5.6904674,H042,-1
2700,-6.7520266,3.6097999,H043,336
2701,-0.74549735,0.7540749,H044,605
2702,-6.712571,2.8561077,H045,-1
2703,-6.3927274,3.3534465,H046,336
2704,-6.6496973,5.0409226,H048,436
2705,-6.5549474,4.850745,H049,-1
2706,-3.6965668,0.4940373,H050,-1
2707,-6.449003,1.9291221,H051,444
2708,-7.1194053,5.0475745,H052,391
2709,-0.30079082,1.9788721,H053,726
2710,-6.9242115,3.6643443,H054,336
2711,7.8064866,0.13081698,H055,317
2712,-4.675091,1.2978984,H058,497
2713,-4.241751,1.4442015,H059,-1
2714,1.6097373,11.301719,H06,-1
2715,-8.993045,-5.193958,H060,-1
2716,-10.2250185,5.218928,H061,259
2717,1.1985427,-3.8881783,H062,453
2718,-1.3028208,3.4380214,H063,-1
2719,-2.7818651,6.717594,H10,551
2720,-0.605573,2.2665026,H100,727
2721,5.251959,3.4070566,H101,-1
2722,-0.49547338,0.87285364,H102,458
2723,11.475228,11.335993,H103,61
2724,-1.2342541,5.9065566,H104,593
2725,1.2043365,17.70187,H105,18
2726,-0.7238436,1.8649484,H108,680
2727,9.945181,5.148572,H109,228
2728,-7.8430433,5.354144,H11,283
2729,-1.2076623,-12.987536,H110,5
2730,10.453767,4.09387,H111,-1
2731,-1.4657413,3.0819824,H112,707
2732,-4.4427886,2.250098,H113,-1
2733,-1.0985714,0.971466,H114,-1
2734,-6.94711,6.5054374,H118,-1
2735,-6.9534492,3.6862936,H119,336
2736,-1.7697619,-1.4788985,H131,-1
2737,-0.41722462,-0.8593356,H132,655
2738,-5.81424,1.1997603,H133,479
2739,1.2547299,11.471791,H138,-1
2740,-6.488124,4.0080795,H150,336
2741,3.8624973,1.9336454,H151,-1
2742,-6.558857,5.238489,H158,436
2743,-1.2383476,2.9957633,H159,707
2744,-0.23534574,12.592206,H16,322
2745,-4.8220797,2.5567336,H160,-1
2746,-0.4706359,10.732838,H161,-1
2747,-0.57225317,-0.03676049,H162,-1
2748,-1.2155005,3.4764767,H163,-1
2749,5.2634697,1.8652971,H164,-1
2750,-7.121665,3.2010098,H168,336
2751,7.5005546,1.8763224,H169,307
2752,8.142899,3.36082,H17,-1
2753,7.1381645,2.5090225,H170,-1
2754,2.8966587,3.2025776,H171,630
2755,-6.6431737,4.055667,H178,-1
2756,-1.1063854,-13.195901,H179,5
2757,-4.7076387,10.365872,H18,160
2758,-5.989549,6.132247,H180,455
2759,-1.0867587,0.67189986,H181,604
2760,-0.84352386,3.0046134,H182,690
2761,1.3253645,-0.32653472,H183,702
2762,7.7891736,1.4555703,H184,304
2763,-0.5971635,1.7297808,H185,680
2764,-1.0672876,-1.4829203,H186,571
2765,-3.1226723,-6.871546,H187,255
2766,2.9174895,2.7688046,H188,623
2767,-0.49928844,0.9362862,H189,458
2768,1.6921071,-0.59412616,H190,-1
2769,3.8479383,6.4610157,H191,-1
2770,-0.89299387,2.5960686,H192,707
2771,-7.4166374,6.805849,H193,366
2772,7.5595083,6.103868,H198,-1
2773,-6.714729,14.485622,H20,-1
2774,8.586831,3.9450073,H200,227
2775,11.673831,11.024818,H201,-1
2776,8.697323,-0.19601347,H202,-1
2777,10.68882,4.8727617,H208,-1
2778,-0.98567855,-13.277052,H209,5
2779,-10.4282,-0.017127596,H21,196
2780,-6.681649,3.6246862,H210,336
2781,4.0266438,-9.136911,H211,162
2782,8.952345,3.8535764,H212,-1
2783,-1.2265106,5.022963,H213,-1
2784,-1.8843445,5.3193884,H214,578
2785,-1.0411555,3.1218872,H215,-1
2786,2.3436553,4.14043,H218,-1
2787,2.8625796,3.8425136,H219,-1
2788,3.3554654,6.6297007,H220,471
2789,-5.3019466,2.5948007,H221,496
2790,4.600665,5.9256816,H25,425
2791,-5.2426405,-0.85339075,H250,358
2792,-1.3425599,-12.874728,H251,5
2793,-6.311056,4.1390553,H252,-1
2794,-5.079415,0.92672884,H258,-1
2795,10.771504,6.1215677,H259,175
2796,4.9503317,3.6047652,H26,554
2797,-0.9468954,-1.1576369,H260,646
2798,-6.347736,2.9880037,H261,336
2799,7.664552,1.6765375,H262,307
2800,-7.829946,11.851479,H263,-1
2801,8.757231,1.0106146,H264,249
2802,4.65724,-0.4305944,H268,528
2803,-4.8272943,2.282962,H269,-1
2804,-12.034016,4.183691,H27,149
2805,-4.140714,3.0233598,H270,496
2806,-1.2344774,-13.138977,H271,5
2807,4.878427,-1.0275027,H278,525
2808,8.807415,0.77111894,H279,249
2809,2.3487682,-1.2282062,H280,521
2810,-6.189723,-3.813869,H281,411
2811,-1.5211287,9.55982,H282,371
2812,-13.2825775,5.108716,H288,118
2813,4.971368,0.17677748,H30,-1
2814,3.2452257,2.9224265,H300,624
2815,0.67626536,2.2135594,H301,712
2816,2.2090383,3.1219485,H302,709
2817,-1.5540555,3.9166248,H308,-1
2818,2.9650016,7.744093,H309,475
2819,10.51835,5.130002,H310,229
2820,-2.8254187,-4.9929004,H311,396
2821,-1.8095331,0.078523405,H312,566
2822,5.153666,5.2833724,H313,-1
2823,8.5631275,0.8014261,H314,249
2824,9.55031,4.0555086,H318,229
2825,-7.0236416,3.0587308,H319,336
2826,-1.2865449,-12.940773,H320,5
2827,1.9168823,-2.0072482,H328,588
2828,-3.842287,-2.415815,H33,409
2829,-1.3551178,-12.954941,H330,5
2830,6.2271714,1.7563393,H331,-1
2831,9.249058,4.4915476,H332,225
2832,-1.826021,1.531885,H333,677
2833,-1.3884321,-13.071959,H334,5
2834,-1.0642078,-12.987167,H335,5
2835,5.1282487,0.97445625,H34,484
2836,-4.661895,2.313355,H340,-1
2837,-4.3909335,2.3641677,H341,493
2838,-4.040694,2.3217273,H342,-1
2839,-4.340442,2.408321,H348,493
2840,-0.6215119,0.9477875,H349,458
2841,13.456073,0.15369727,H35,129
2842,-4.371518,1.0501647,H350,497
2843,1.2484012,8.683943,H351,-1
2844,-4.664799,0.80874383,H352,-1
2845,9.698484,4.268444,H353,229
2846,-0.09303545,1.3127159,H354,725
2847,9.928255,4.5711575,H355,229
2848,-5.0356207,2.6447358,H356,496
2849,10.506081,5.1188126,H357,229
2850,9.967595,3.9813006,H358,-1
2851,-0.44365686,0.97467124,H359,458
2852,9.847615,-0.14652771,H36,-1
2853,-5.1890907,0.5507732,H360,-1
2854,8.495288,5.437543,H3600,299
2855,5.8264174,3.971516,H3601,-1
2856,2.1861775,-3.7814264,H3602,-1
2857,5.762922,4.782133,H3609,489
2858,4.946169,5.058505,H368,547
2859,4.6926217,6.1608405,H40,425
2860,-4.658683,2.6513112,H400,494
2861,9.39521,4.8149734,H401,225
2862,-4.6201577,1.0647202,H402,497
2863,-6.365489,4.170094,H403,-1
2864,-6.5133657,4.41544,H404,-1
2865,9.308793,3.9086971,H405,-1
2866,1.0958391,3.8497407,H406,689
2867,-4.4291563,0.5645595,H408,-1
2868,10.929808,6.1211433,H409,175
2869,7.6842995,-2.0879564,H42,272
2870,1.4874818,-1.510287,H420,-1
2871,1.1947623,-1.8941056,H428,-1
2872,-3.381065,3.9450731,H430,-1
2873,9.8128805,4.47635,H431,229
2874,-0.62489927,15.452769,H432,122
2875,4.5048842,5.418859,H433,-1
2876,-7.997412,7.144029,H438,349
2877,-6.6237845,3.6297252,H439,336
2878,3.679792,-4.599946,H440,382
2879,10.593078,4.949061,H441,229
2880,7.2514553,0.899995,H442,315
2881,-9.87776,4.7397933,H443,257
2882,-0.12108083,3.0216098,H444,-1
2883,-7.249972,3.2947938,H445,-1
2884,2.6427395,2.3694704,H446,600
2885,1.4814659,3.2261848,H447,696
2886,0.7525994,2.981953,H448,-1
2887,-6.9959245,3.5792868,H449,336
2888,-6.3966346,4.485077,H450,-1
2889,-4.3136387,-5.0195765,H451,390
2890,-3.6186619,12.03122,H458,-1
2891,10.180533,4.9369345,H46,229
2892,10.569782,-3.4627848,H47,-1
2893,-6.070364,2.767326,H470,496
2894,0.46175393,2.0829408,H471,-1
2895,-4.954593,2.9189217,H472,496
2896,5.8466344,1.9877005,H473,449
2897,-7.9196,1.2121892,H474,341
2898,-0.9039808,7.249524,H475,627
2899,-4.1710997,14.301482,H476,-1
2900,2.5390897,1.6573277,H477,584
2901,-0.97282845,14.19868,H480,221
2902,5.1134706,6.379996,H481,-1
2903,10.989022,-3.4739006,H488,-1
2904,7.3050103,-6.342986,H49,239
2905,-5.0386577,2.566032,H490,496
2906,-6.621154,2.2941158,H491,444
2907,-5.6910486,2.0710208,H492,477
2908,-2.5710573,10.443474,H493,378
2909,2.252614,2.931786,H494,709
2910,0.33967403,6.2368803,H498,650
2911,-6.2479415,2.5478814,H499,-1
2912,-5.7271786,4.0905824,H50,487
2913,-6.399426,2.7274613,H500,-1
2914,-6.732912,2.2423613,H501,444
2915,-0.9742403,-0.50274825,H502,-1
2916,-0.60091,8.776321,H503,472
2917,-1.4183867,-1.6170027,H504,501
2918,-2.5858014,8.958322,H505,360
2919,7.606629,3.4533966,H506,309
2920,-3.8832805,3.266886,H508,-1
2921,-2.27527,1.4672707,H509,677
2922,-5.3534155,5.0823703,H51,487
2923,10.223258,5.453106,H510,-1
2924,7.19592,6.4147706,H511,-1
2925,-4.8752403,5.9112463,H512,474
2926,-2.606832,4.252877,H518,640
2927,-7.808903,-0.49600673,H519,-1
2928,-0.6484601,1.281315,H520,458
2929,-7.254081,1.9256325,H521,-1
2930,-1.376157,0.6312213,H522,-1
2931,3.1902425,-5.735735,H523,-1
2932,-6.3124113,4.9983826,H524,-1
2933,11.6404295,-4.2463174,H525,-1
2934,2.0928035,-6.746649,H526,319
2935,-2.3419552,9.217178,H527,372
2936,2.7282636,-7.924042,H53,210
2937,-2.789462,9.434728,H530,376
2938,-6.750188,3.594851,H531,336
2939,-5.0239987,3.1774333,H532,496
2940,5.111957,4.898194,H533,546
2941,-4.5449,2.7625782,H534,494
2942,7.7607965,2.46321,H535,-1
2943,-7.7770357,2.791436,H536,-1
2944,-6.272318,3.4932647,H538,336
2945,-6.938583,3.2913616,H539,336
2946,-1.3368083,3.0546062,H54,707
2947,4.4205575,-0.34368932,H540,528
2948,4.531751,5.2249117,H541,547
2949,10.297793,4.1060314,H542,-1
2950,7.4608893,1.7358801,H543,307
2951,10.440494,5.1526537,H544,229
2952,9.918319,4.4011307,H545,229
2953,10.328415,4.466081,H546,-1
2954,-6.868359,4.3968353,H547,-1
2955,0.9151874,7.21653,H549,-1
2956,-6.9776897,1.9611365,H55,-1
2957,-2.103275,5.7855134,H570,526
2958,-6.7957573,3.9228961,H571,-1
2959,-3.12328,-6.99242,H578,255
2960,5.38585,-0.3227399,H579,-1
2961,-0.38930982,6.7003984,H581,-1
2962,3.4609847,5.189279,H588,606
2963,-1.2444375,1.3445767,H590,-1
2964,-1.3732239,-12.898731,H598,5
2965,10.68491,-3.8304942,H599,-1
2966,10.708749,1.668983,H60,254
2967,-2.9522116,2.9432168,H600,633
2968,1.1132548,-2.4640453,H601,-1
2969,6.3066015,-1.9532065,H602,314
2970,-5.2052407,6.017896,H603,455
2971,-5.667269,5.3924623,H604,464
2972,-2.3445382,-6.1121345,H605,230
2973,-2.2807195,3.3582044,H608,-1
2974,3.6551075,-4.4824333,H609,-1
2975,-10.853341,-5.9976788,H61,69
2976,10.088991,1.0758389,H610,252
2977,-1.9022585,-4.979702,H611,395
2978,-0.36954266,2.4697454,H612,-1
2979,15.896803,-1.5884557,H613,2
2980,-1.5278709,6.4440355,H618,593
2981,-6.0772886,4.9071875,H619,-1
2982,0.46683857,-1.0374945,H620,-1
2983,8.121744,1.6303108,H621,-1
2984,3.383153,6.6124454,H622,471
2985,-4.369018,-1.1820453,H623,-1
2986,7.963139,5.9446826,H624,-1
2987,1.119333,0.2572175,H628,-1
2988,2.7427204,7.9841175,H650,475
2989,0.10972284,0.050903935,H651,656
2990,16.092793,-1.3799571,H652,2
2991,16.069063,-1.6509165,H653,2
2992,15.830155,-1.4279325,H654,2
2993,15.620783,-1.394603,H659,2
2994,15.860299,-1.5441579,H660,2
2995,16.005318,-1.6562862,H661,2
2996,-5.5007253,5.84559,H662,455
2997,3.466279,-4.3326716,H663,382
2998,3.302402,5.716199,H664,-1
2999,3.8897908,-4.751995,H669,382
3000,3.86472,-0.026961967,H670,523
3001,6.386159,-8.88789,H678,99
3002,-6.942076,17.242727,H680,7
3003,8.836218,3.1516116,H681,-1
3004,4.6085806,6.881831,H698,-1
3005,4.0403237,5.997511,H699,427
3006,-7.4117537,-5.940797,H700,217
3007,-5.6054997,5.0701485,H701,487
3008,5.155477,15.888842,H702,28
3009,4.019845,7.530178,H708,-1
3010,-5.204202,5.2537045,H709,-1
3011,3.8149304,-4.6964655,H71,382
3012,-8.844151,2.3439379,H72,333
3013,3.908204,7.017057,H720,-1
3014,1.8643075,10.683497,H721,-1
3015,2.3156662,13.835778,H722,313
3016,-2.943274,5.2140026,H728,580
3017,-0.42465732,-0.13379274,H729,647
3018,3.9578366,7.13443,H730,-1
3019,0.46127233,-0.69119465,H731,675
3020,-1.3074145,5.8924804,H738,593
3021,-5.1841745,0.16465908,H739,483
3022,3.0991313,7.8514347,H740,475
3023,2.9322474,3.1152284,H741,-1
3024,-5.1673675,4.5553203,H742,543
3025,2.187703,2.4403732,H743,-1
3026,1.5951238,11.811917,H744,-1
3027,-0.5304135,2.3428855,H748,727
3028,-5.580846,6.3274703,H749,-1
3029,1.7918217,2.8120582,H750,-1
3030,1.5693258,-1.7470462,H800,587
3031,-0.5198666,-1.2215642,H801,655
3032,7.38052,-2.833283,H802,-1
3033,-8.024075,8.449375,H808,285
3034,3.6412663,-5.0099335,H809,382
3035,-13.626734,5.874288,H81,108
3036,1.3059963,-3.3823693,H810,453
3037,-3.7251732,-2.0178947,H811,407
3038,-1.5227498,-0.28195348,H812,-1
3039,-5.1181755,1.4775565,H813,498
3040,-4.636778,1.1366552,H814,497
3041,1.4788867,3.8737645,H818,689
3042,0.028817732,-0.17973499,H819,-1
3043,-5.2456827,5.749213,H830,455
3044,9.987716,7.673498,H831,-1
3045,-5.651412,-1.2641584,H832,-1
3046,1.1380358,5.7185817,H833,-1
3047,-7.299062,-5.6662226,H838,217
3048,-12.9913225,-1.517796,H839,111
3049,-12.259648,13.25938,H90,1
3050,4.201891,4.889455,H900,-1
3051,-5.521126,4.8942275,H901,487
3052,-1.0935771,8.463729,H902,541
3053,4.0168796,-4.8979363,H903,382
3054,1.2904276,-3.9114788,H904,453
3055,-1.3356996,-2.9464874,H905,539
3056,1.2639865,6.5356865,H906,636
3057,-5.9629273,6.478477,H907,-1
3058,-5.151886,-3.608428,H908,413
3059,-3.847529,14.17931,H91,-1
3060,0.6438831,-6.6024003,H910,-1
3061,2.1592495,-5.167943,H911,384
3062,1.9126425,-4.7093997,H912,385
3063,-1.8009884,3.4564917,H913,-1
3064,-5.492211,3.7184339,H918,495
3065,-1.6105554,-3.162188,H919,515
3066,-0.2910246,-1.0258529,H920,655
3067,-5.550337,5.806228,H921,455
3068,2.0298188,-1.6037375,H922,583
3069,-15.039699,1.4061637,H930,63
3070,1.7833666,-4.4567947,H931,385
3071,1.5776647,-1.1524073,H932,703
3072,-3.1073906,10.287583,H933,375
3073,4.146932,6.8674765,H938,424
3074,3.2765124,4.925179,H939,-1
3075,-0.7915814,3.0643165,H940,690
3076,4.5572915,2.973733,H948,451
3077,-1.0361149,3.2512813,H950,-1
3078,0.015052997,13.131079,H951,-1
3079,5.283926,2.9323187,H958,435
3080,7.7010818,5.987254,H959,438
3081,1.4134964,-0.98196685,I00,702
3082,2.6387265,9.617627,I01,-1
3083,-0.87301594,6.615476,I010,-1
3084,-0.5107733,7.854566,I011,-1
3085,-6.1014557,6.750029,I012,417
3086,-1.0002675,7.936764,I018,540
3087,-1.9950122,5.13698,I019,578
3088,13.813519,-4.884654,I020,17
3089,-2.3294504,-0.11403178,I029,574
3090,1.1907934,5.221063,I05,681
3091,0.63424253,-3.1321828,I050,-1
3092,1.2362535,-4.7164207,I051,-1
3093,1.0753496,-3.7173636,I052,453
3094,5.944799,3.0132885,I058,-1
3095,1.889849,-2.2931113,I059,-1
3096,0.6639965,4.961378,I06,-1
3097,-0.96367764,-2.7417417,I060,602
3098,1.4321373,-4.4103026,I061,385
3099,5.518443,3.1722326,I062,-1
3100,-6.331208,-3.4431868,I068,-1
3101,1.068923,3.3087037,I069,-1
3102,1.1144441,5.737803,I070,-1
3103,1.5801861,-4.401886,I071,385
3104,5.540242,3.7204995,I072,467
3105,-2.9377697,3.653659,I078,644
3106,5.5341315,3.6579366,I079,467
3107,6.1678314,14.811091,I08,147
3108,1.9627877,-3.595624,I080,450
3109,5.9154944,2.5496757,I081,-1
3110,-2.5951169,2.423103,I082,626
3111,-6.0380135,2.4298654,I083,-1
3112,-2.089176,15.249676,I088,-1
3113,3.191331,-2.2540662,I089,-1
3114,-6.1382875,6.795019,I09,417
3115,2.5230625,-5.4114385,I090,-1
3116,7.9370713,-2.8077915,I091,-1
3117,5.6902666,-2.2996116,I092,314
3118,2.2141635,4.7245736,I098,692
3119,2.0625794,-2.9912941,I099,582
3120,10.876906,6.0608053,I10,175
3121,-3.2240093,-1.5268081,I11,560
3122,-7.5738654,7.1976123,I110,-1
3123,1.0110978,-4.879096,I119,-1
3124,1.5599487,5.58543,I12,669
3125,3.233626,2.603968,I120,-1
3126,2.105872,-4.4751625,I129,385
3127,3.1767097,-2.0000572,I130,517
3128,-0.911579,9.529882,I131,-1
3129,-0.56807303,8.730556,I132,472
3130,5.5235906,-1.331438,I139,-1
3131,11.909466,2.1933475,I15,161
3132,6.2489066,-0.26654536,I150,-1
3133,-8.305516,8.420843,I151,285
3134,4.0931306,5.854228,I152,427
3135,-3.4199204,3.5702937,I158,-1
3136,-1.351336,2.0447185,I159,-1
3137,6.0173135,-1.5963387,I20,314
3138,0.99720097,-4.5256214,I200,-1
3139,4.9415154,5.121316,I201,547
3140,0.697476,-3.804906,I208,-1
3141,4.250773,6.128496,I209,427
3142,7.954394,-5.2035804,I21,191
3143,0.9029239,-5.180413,I210,-1
3144,-1.2352883,-4.4647307,I211,-1
3145,0.9020375,-3.5780895,I212,453
3146,2.4485416,5.3087463,I213,685
3147,0.9868398,-4.7714224,I214,350
3148,1.4600556,-2.6101441,I219,582
3149,-2.8631172,11.936482,I22,-1
3150,4.996576,3.5639856,I220,554
3151,4.3351355,6.3570585,I221,426
3152,6.4481373,0.70520216,I228,346
3153,-6.1498094,4.812849,I229,-1
3154,-10.510744,-7.249859,I230,44
3155,3.0279799,6.6156516,I231,545
3156,-11.967465,-2.933187,I232,95
3157,10.312065,9.5569105,I235,167
3158,-13.024806,-2.4849513,I236,112
3159,-1.1655376,1.1078607,I24,677
3160,-0.67711586,3.6852193,I240,-1
3161,2.271073,9.925414,I241,430
3162,0.15771167,10.554757,I248,-1
3163,-2.461396,6.4995904,I249,-1
3164,2.6241186,-0.2250274,I25,518
3165,-1.0062476,3.9620051,I250,-1
3166,10.743921,6.184978,I251,175
3167,1.6913695,-4.51747,I252,385
3168,0.99034387,-0.88508934,I253,702
3169,0.8222147,2.7275553,I254,712
3170,1.2350783,-5.303026,I255,-1
3171,6.247277,0.57275414,I258,346
3172,0.19583116,-3.2971523,I259,612
3173,-1.7307686,0.71196216,I26,677
3174,-2.538409,5.0425386,I260,-1
3175,0.98353505,-1.484119,I269,-1
3176,0.8240366,-5.5181017,I270,351
3177,-1.2532961,5.898742,I271,593
3178,4.8480115,1.4774928,I272,-1
3179,3.241427,7.088862,I278,471
3180,0.059894532,-5.496473,I279,-1
3181,7.748933,9.939839,I280,-1
3182,-5.521612,-0.8960019,I281,-1
3183,2.5520253,6.939634,I288,-1
3184,2.8773637,7.7828693,I289,475
3185,2.52863,-2.3260865,I300,-1
3186,0.3769627,13.392051,I301,322
3187,1.8037958,5.4075255,I308,-1
3188,-1.1698322,10.642404,I309,373
