,com_1,com_2,icd10,cluster
2943,-0.5125513,2.019137,I132,-1
2944,1.7573377,2.3941038,I139,-1
2945,2.977601,5.15803,I150,627
2946,0.8798733,0.15392478,I151,498
2947,4.841568,4.714531,I152,541
2948,0.655419,-0.40235907,I158,-1
2949,-4.176255,0.97519046,I159,-1
2950,-4.955515,4.1890893,I200,-1
2951,4.8732314,-1.9206975,I201,-1
2952,-3.8741946,5.606642,I208,468
2953,0.21833721,-0.11606818,I209,495
2954,-4.4481106,4.302389,I210,332
2955,-5.1239443,4.34901,I211,-1
2956,-5.286217,-2.7778206,I212,176
2957,8.122245,6.780058,I213,367
2958,-4.979414,5.3568134,I214,-1
2959,-2.5093403,1.7742913,I219,525
2960,3.6171036,8.785203,I220,-1
2961,14.321931,4.7836704,I221,162
2962,1.0696256,2.6277812,I228,584
2963,1.2415619,0.652115,I229,-1
2964,4.184849,5.777225,I230,550
2965,10.999582,5.182203,I231,267
2966,2.3165793,-4.155528,I232,-1
2967,4.605356,7.7352533,I233,433
2968,10.986908,-6.290891,I234,75
2969,8.0008745,4.8350315,I235,-1
2970,6.947175,4.3330064,I236,-1
2971,9.931821,6.1504073,I238,372
2972,10.986549,-6.344897,I240,75
2973,-1.7216035,0.2917477,I241,-1
2974,6.2457576,1.4641695,I248,461
2975,3.9058821,4.173065,I249,596
2976,5.7220044,-7.076803,I25,-1
2977,-0.6267875,-1.2323331,I250,-1
2978,15.582348,-2.221215,I251,25
2979,-4.9153934,5.6337304,I252,219
2980,-2.9520311,1.114959,I253,445
2981,4.930609,1.315784,I254,-1
2982,-4.8265533,4.4322896,I255,-1
2983,5.671681,-2.297697,I256,352
2984,-3.3358536,-1.6311988,I258,227
2985,-3.3916667,8.305105,I259,260
2986,-7.4258275,7.328182,I26,-1
2987,-3.8731742,-0.47099206,I260,363
2988,-2.3387105,3.3024797,I269,503
2989,-4.264246,1.56566,I270,442
2990,6.3880363,3.7643068,I271,-1
2991,-4.50269,-2.6754882,I272,-1
2992,1.2941706,6.886017,I278,610
2993,-0.50582975,8.268951,I279,313
2994,5.5637913,0.7359091,I280,410
2995,2.8022842,14.6571455,I281,159
2996,5.3718057,2.045954,I288,556
2997,6.4335976,-2.2399888,I289,-1
2998,7.924159,3.7315917,I300,394
2999,2.5654392,5.284509,I301,627
3000,4.3236704,4.8728375,I308,549
3001,-2.8972504,4.883047,I309,-1
3002,-0.66424793,6.601457,I310,505
3003,0.35646412,5.537525,I311,515
3004,4.4332433,5.92807,I312,527
3005,-2.9127421,2.1772919,I313,526
3006,11.145119,3.1530664,I318,265
3007,2.227072,8.363485,I319,385
3008,-0.0012829195,4.8638673,I320,578
3009,5.495417,4.4090176,I321,420
3010,4.361431,6.734358,I328,-1
3011,-3.4453914,3.5162544,I330,-1
3012,11.038587,3.0742252,I339,265
3013,-4.045832,1.8468654,I340,442
3014,-4.5871363,1.9082451,I341,442
3015,-2.383902,1.5494069,I342,520
3016,11.029497,-0.7393366,I348,-1
3017,13.549622,3.4794874,I349,166
3018,-2.0518239,4.735066,I350,-1
3019,-5.4959927,0.057197567,I351,241
3020,-3.2412071,2.37908,I352,519
3021,-2.2598898,4.9160314,I358,-1
3022,-9.355458,1.2857637,I359,105
3023,5.7779326,-2.4267845,I360,352
3024,-5.2516155,-0.19228008,I361,-1
3025,2.979538,8.945811,I362,385
3026,-9.560774,0.42000273,I368,105
3027,10.746455,5.208585,I369,267
3028,0.56238526,6.7598186,I370,-1
3029,-1.5630916,0.7771602,I371,501
3030,5.5737653,10.466122,I372,192
3031,7.588344,10.262207,I378,-1
3032,6.067152,-4.8732557,I379,194
3033,-1.8900694,4.074233,I38,476
3034,-8.585354,0.26867002,I390,-1
3035,-7.4705753,2.2393057,I391,-1
3036,11.118687,5.798222,I392,263
3037,-11.542116,1.4436556,I393,71
3038,4.475521,-5.987509,I394,155
3039,2.9068117,0.16193718,I398,490
3040,0.6481736,5.9597073,I400,-1
3041,4.656977,8.205401,I408,397
3042,4.19226,5.2745924,I409,-1
3043,6.6520395,2.7430913,I410,389
3044,6.6957154,1.4805083,I411,-1
3045,4.6888323,12.833947,I412,190
3046,1.8584015,3.0318892,I418,-1
3047,-4.397595,4.881139,I420,408
3048,-1.5639842,-0.54372877,I421,414
3049,-2.9070275,4.255451,I422,-1
3050,-5.111891,-7.286846,I423,-1
3051,6.7383695,8.852475,I424,-1
3052,2.512984,6.343241,I425,-1
3053,-2.9822488,5.6972933,I426,-1
3054,0.43915683,6.4171977,I427,516
3055,-2.3361123,3.2704737,I428,503
3056,2.6114876,4.809857,I429,627
3057,7.040753,11.946643,I430,130
3058,1.4537961,7.874084,I431,-1
3059,4.671482,12.250362,I432,190
3060,4.5976233,7.7705903,I438,433
3061,-1.1429166,11.001907,I440,208
3062,-1.8306823,2.8722515,I441,-1
3063,15.535389,-2.0548193,I442,25
3064,4.42341,5.957327,I443,527
3065,8.108341,-3.454406,I445,254
3066,-2.166115,5.9610534,I446,455
3067,-2.4023855,2.1306705,I447,525
3068,3.7713656,10.519945,I450,272
3069,-2.0796862,3.004762,I451,-1
3070,6.2949767,3.6217592,I452,-1
3071,6.141765,-3.7867584,I453,327
3072,-1.7968553,6.9192967,I454,-1
3073,3.210581,-4.147487,I455,247
3074,-2.262417,3.5022688,I456,503
3075,8.431878,-2.572288,I458,256
3076,3.0705152,1.2867965,I459,585
3077,-2.5892804,0.7333786,I460,445
3078,0.8318603,12.176847,I461,108
3079,-3.7935307,4.2908444,I469,407
3080,6.227098,4.4187655,I470,422
3081,-4.394296,4.6198554,I471,407
3082,-4.0454216,5.373293,I472,468
3083,0.7311399,6.7946105,I479,456
3084,15.815194,-2.311272,I48,25
3085,-6.468143,1.5307232,I480,295
3086,6.243096,-0.17429952,I481,314
3087,-1.6382132,-2.8189588,I482,-1
3088,6.6492386,9.346737,I483,287
3089,-6.1096306,1.6939152,I489,293
3090,-3.1113348,5.680892,I490,-1
3091,11.108996,3.8434687,I4900,264
3092,9.821256,10.48708,I4901,229
3093,12.700308,3.6786013,I4909,220
3094,6.4364057,-7.906216,I491,-1
3095,11.178318,6.134418,I492,263
3096,-2.9785452,2.8452744,I493,-1
3097,-0.8296817,4.713869,I494,458
3098,-0.65473574,12.194805,I495,209
3099,-1.5657542,1.1730018,I498,500
3100,-4.826683,2.3851445,I499,446
3101,-4.071473,2.9945161,I500,-1
3102,-4.6429586,3.6401458,I501,333
3103,-3.4544246,3.0975895,I509,518
3104,10.061999,12.113108,I51,76
3105,1.2094911,5.8679442,I510,598
3106,4.0306854,8.74689,I511,425
3107,2.1792798,9.090991,I512,360
3108,-4.437688,1.8523961,I513,442
3109,-1.1932775,2.4168422,I514,-1
3110,4.469324,3.497464,I515,575
3111,7.2700644,3.7479336,I516,393
3112,-2.757825,2.1735446,I517,526
3113,2.6360042,8.831937,I518,385
3114,-1.7943629,6.559727,I519,377
3115,11.241981,7.722196,I521,273
3116,7.79369,7.36545,I528,339
3117,3.9428499,5.8102274,I600,550
3118,1.1370838,7.9402432,I601,-1
3119,1.2499543,7.6614356,I602,-1
3120,-1.7244246,1.2678611,I603,-1
3121,5.723287,6.2038746,I604,421
3122,1.5193635,2.4141054,I605,584
3123,2.3916965,5.895988,I606,621
3124,1.2625631,5.1135926,I607,-1
3125,1.5031017,4.273192,I608,619
3126,-0.44358844,-1.1581235,I609,-1
3127,-1.7521027,2.5969422,I610,522
3128,-2.2544723,3.3741384,I611,503
3129,0.7876147,1.8330631,I612,581
3130,5.896905,4.6295843,I613,422
3131,-0.97496355,5.261559,I614,511
3132,-1.8681982,2.5536168,I615,522
3133,3.2530198,7.701193,I616,451
3134,-4.2210193,3.0991716,I618,-1
3135,1.6698304,8.394033,I619,-1
3136,-2.1922638,4.0501156,I620,-1
3137,-0.4938302,5.0814896,I621,511
3138,4.395459,7.1586876,I629,-1
3139,-1.5287446,1.6606224,I630,-1
3140,-1.8851303,-2.7356908,I631,-1
3141,-2.5289662,3.9557092,I632,507
3142,-1.7493709,2.5741735,I633,522
3143,-1.950886,3.4504752,I634,502
3144,-5.58038,0.39100626,I635,240
3145,1.8541735,6.9031343,I636,610
3146,0.9556813,5.4550457,I638,508
3147,9.761882,-1.1143241,I639,-1
3148,-1.9338784,1.6680995,I64,-1
3149,2.7818894,7.167668,I650,545
3150,-1.6720895,0.65613437,I651,501
3151,-2.027197,2.7944152,I652,-1
3152,3.9140062,3.1030164,I653,579
3153,9.543221,6.597278,I658,-1
3154,14.45585,-4.4964695,I659,23
3155,2.1063523,1.7704407,I660,590
3156,7.6390724,-3.3973925,I662,254
3157,4.9544883,6.9969983,I663,432
3158,0.7354981,0.7420783,I664,-1
3159,4.8964176,7.52203,I668,434
3160,4.893588,7.4470596,I669,434
3161,3.204133,4.1144376,I670,-1
3162,-1.1261351,1.3681078,I671,500
3163,5.0829644,7.264635,I672,-1
3164,2.0238142,-3.3338287,I673,-1
3165,1.2168074,4.8171425,I674,605
3166,-1.5603496,1.1064668,I675,500
3167,2.147055,4.226725,I676,604
3168,1.3256797,5.906727,I677,598
3169,3.261168,6.299741,I678,613
3170,2.9782038,4.5830007,I679,627
3171,-2.0346234,10.480006,I680,-1
3172,5.941257,2.4527545,I681,542
3173,-0.7487887,2.9802368,I682,547
3174,9.428682,4.8251815,I688,-1
3175,2.477308,2.441132,I690,-1
3176,-3.474035,4.1940446,I691,-1
3177,9.0725765,-0.9371286,I692,-1
3178,15.454636,-1.9226706,I693,25
3179,-4.525905,4.9024515,I694,408
3180,-2.7114677,1.9482087,I698,-1
3181,-2.3253167,0.60545695,I700,-1
3182,4.8625827,7.1040344,I7000,432
3183,11.686232,1.6155508,I7001,177
3184,-2.977751,2.5972111,I701,524
3185,4.31178,5.7107425,I7010,550
3186,-4.1356673,8.283004,I7011,259
3187,-0.6483149,13.007925,I702,210
3188,0.90680146,-2.4235547,I7020,283
3189,11.005105,2.4929311,I7021,-1
3190,7.7320085,2.0592117,I7022,-1
3191,-8.637592,2.2999341,I703,-1
3192,8.275422,9.003548,I7030,334
3193,5.6648397,7.2816744,I708,427
3194,6.451896,10.102157,I7080,-1
3195,7.5885987,6.806976,I7081,316
3196,8.381287,-2.125308,I709,256
3197,7.694779,4.576967,I71,390
3198,-2.125596,3.5302515,I710,-1
3199,8.694668,-0.5434781,I711,286
3200,-2.2046318,4.1949654,I712,-1
3201,-2.0480847,1.3085278,I713,520
3202,-4.0125537,4.3013034,I714,407
3203,3.9627979,-5.155758,I715,202
3204,-3.4776669,3.4698942,I716,-1
3205,12.16704,2.778194,I718,207
3206,3.6564186,9.299061,I719,384
3207,2.9285994,6.723467,I720,-1
3208,5.8064733,-2.950062,I721,-1
3209,0.042327516,5.352612,I722,-1
3210,-3.4471414,3.9544578,I723,-1
3211,4.008002,3.538203,I724,-1
3212,1.3906821,13.353087,I726,106
3213,-0.949354,4.009571,I728,551
3214,3.3998518,4.2860646,I729,596
3215,0.41950837,2.1104696,I730,546
3216,0.9018273,7.210946,I731,561
3217,-1.996738,2.2969565,I738,522
3218,-1.5430117,3.1730456,I739,-1
3219,2.5550601,7.150594,I740,545
3220,3.9642208,5.753797,I741,550
3221,-1.998978,6.1224923,I742,-1
3222,9.754249,-0.72569054,I743,-1
3223,3.8325992,5.1225996,I744,544
3224,-2.5056565,1.719918,I745,-1
3225,3.6301446,4.209147,I748,596
3226,3.0464032,1.1197041,I749,-1
3227,-2.01742,5.6025195,I770,448
3228,1.8869308,6.630943,I771,610
3229,2.841174,6.5957155,I772,622
3230,1.6687299,9.882408,I773,-1
3231,11.195698,-1.173077,I774,138
3232,1.1866565,8.027101,I775,443
3233,-1.1773726,-1.64514,I776,412
3234,4.617126,3.986981,I778,-1
3235,17.053242,3.9512608,I779,28
3236,1.6279589,4.7077556,I780,-1
3237,7.4616566,6.868614,I781,316
3238,16.806524,3.796209,I788,28
3239,0.16791774,14.990324,I789,93
3240,6.6609926,0.45201403,I790,-1
3241,2.1393013,-3.9670699,I791,-1
3242,-1.1799775,0.75194967,I792,-1
3243,0.82068986,5.1143284,I798,-1
3244,3.756852,6.727751,I800,594
3245,0.8638731,5.517752,I801,508
3246,-1.8920517,2.8252604,I802,-1
3247,-0.27171746,1.0151066,I803,-1
3248,-1.3324317,4.1153393,I808,551
3249,-1.8482945,3.1182177,I809,502
3250,-2.177336,3.6781664,I81,503
3251,0.16614272,6.007835,I820,515
3252,4.840666,5.322912,I821,-1
3253,-2.975146,6.9965916,I822,405
3254,0.73682594,5.5911946,I823,508
3255,-2.2647443,5.394151,I828,447
3256,3.0881062,10.316588,I829,272
3257,3.29863,7.131646,I830,450
3258,13.671086,4.59856,I831,162
3259,6.626979,-0.008981026,I832,411
3260,-2.4678814,0.07376253,I839,-1
3261,0.3318238,3.0236878,I840,564
3262,-2.779848,5.0030985,I841,486
3263,-3.3703923,5.8514714,I842,474
3264,4.6708674,2.6043782,I843,488
3265,3.9915783,8.356704,I844,-1
3266,-2.6769125,4.9214525,I845,-1
3267,3.8982334,4.8429146,I846,544
3268,0.3809251,7.9518723,I847,-1
3269,5.9551277,4.6323395,I848,422
3270,-3.127893,0.9175981,I849,445
3271,-2.7447288,2.0399218,I850,526
3272,-1.4220157,5.826422,I859,449
3273,-3.5333624,0.79748076,I861,-1
3274,1.929021,15.934101,I862,95
3275,5.285096,-11.114118,I863,20
3276,-3.062145,3.6098225,I864,-1
3277,-5.6776743,-0.008280164,I8640,241
3278,4.076052,4.3203917,I868,597
3279,4.5824604,-6.991654,I870,155
3280,-3.569752,5.5867476,I871,-1
3281,-0.5632555,1.6834272,I872,-1
3282,3.33658,4.3202157,I878,596
3283,1.4107772,4.0713544,I879,619
3284,0.59140795,5.299304,I880,-1
3285,5.021035,0.19342533,I881,530
3286,4.09708,6.1256175,I888,-1
3287,-0.17614625,7.6342154,I889,462
3288,0.874866,6.0258613,I890,598
3289,-0.40122736,6.7417703,I891,504
3290,2.1005971,6.445442,I898,-1
3291,3.7414963,5.121619,I899,544
3292,3.1999578,6.7074504,I950,624
3293,-0.23120579,4.811752,I951,578
3294,-1.8369807,2.6085384,I952,522
3295,1.6055651,3.092676,I958,-1
3296,-4.1292834,1.0097469,I959,-1
3297,0.63917273,6.780504,I970,456
3298,13.855839,4.725558,I971,-1
3299,7.0533338,-1.2904689,I972,381
3300,-1.5845762,4.472433,I978,521
3301,6.0278115,-7.885354,I979,-1
3302,-8.561785,3.8060627,I980,145
3303,4.88822,9.606975,I981,294
3304,-3.1542232,3.2405608,I982,-1
3305,-1.3252242,3.985841,I983,551
3306,7.0563874,2.2728047,I988,464
3307,4.2073636,1.7061138,I99,536
3308,-2.6661754,-2.288256,J00,227
3309,1.3335458,5.720801,J010,598
3310,4.039963,5.8896494,J011,550
3311,3.0174458,6.4942317,J012,623
3312,2.9904773,6.397518,J013,623
3313,2.2528627,6.1652226,J014,625
3314,3.5796478,4.333792,J018,596
3315,0.88602513,5.4603076,J019,508
3316,6.762127,7.818031,J020,340
3317,5.3151226,2.6703997,J028,-1
3318,-3.967345,1.2024697,J029,-1
3319,5.0736184,3.807237,J030,567
3320,7.9131804,-1.9095273,J038,-1
3321,-4.0413475,1.7794427,J039,442
3322,3.029664,5.9237165,J040,613
3323,-3.330128,-1.2545682,J041,-1
3324,1.5348947,4.645714,J042,619
3325,-2.9274023,-1.9167657,J050,227
3326,-1.9892317,9.371371,J051,289
3327,5.779349,-2.451731,J060,352
3328,9.2189245,-2.284602,J068,255
3329,-4.2383094,-1.56292,J069,227
3330,0.7402825,-1.4978178,J09,404
3331,7.1015882,12.582197,J100,-1
3332,1.9650282,-0.9704214,J101,-1
3333,-4.4952846,7.4703517,J108,-1
3334,-1.4375286,-0.7846762,J110,-1
3335,11.672889,7.1563606,J111,-1
3336,10.832077,8.685957,J118,275
3337,1.4259039,3.4642441,J120,614
3338,-1.4641823,1.1728046,J121,500
3339,5.2050476,-10.9810705,J122,20
3340,8.868616,2.2523844,J123,306
3341,-0.9046367,1.8783733,J128,-1
3342,-4.554156,-3.5485332,J129,-1
3343,-1.8983252,2.5174134,J13,522
3344,-1.7500513,1.7466207,J14,-1
3345,-4.936441,4.256348,J150,-1
3346,-4.12401,4.3784523,J151,407
3347,-2.0294511,0.77917516,J152,-1
3348,5.4509506,1.0406842,J153,410
3349,-3.7029543,3.505643,J154,-1
3350,-1.6943535,3.6249626,J155,502
3351,-3.7319207,3.1483223,J156,518
3352,-3.5248055,-0.9048228,J157,387
3353,-4.7872643,2.6521142,J158,-1
3354,9.229225,2.746584,J1580,307
3355,5.9840736,4.5982666,J1581,422
3356,-2.4008095,0.8942929,J1588,445
3357,8.354052,8.358915,J159,344
3358,6.6686735,1.9413167,J160,-1
3359,-2.691642,-0.75775206,J168,403
3360,5.6692095,3.066585,J170,-1
3361,2.0353737,4.8532076,J171,-1
3362,2.3997064,6.342612,J172,-1
3363,-2.1144693,2.9773052,J173,-1
3364,-3.2505913,-7.849132,J178,64
3365,3.531414,5.939531,J180,-1
3366,-5.9175925,0.14860621,J181,-1
3367,-3.319778,3.3443973,J182,-1
3368,-1.9972329,1.3920505,J188,-1
3369,-5.0641084,4.9812155,J189,-1
3370,5.2543,11.501979,J200,189
3371,-2.7143764,-2.6230848,J201,270
3372,2.2482696,-5.2736998,J202,-1
3373,8.357077,0.4093315,J204,375
3374,4.8491077,10.902406,J205,196
3375,8.891197,3.6055868,J206,-1
3376,-3.5294013,3.080584,J208,518
3377,-4.6385303,3.6070535,J209,333
3378,-4.892945,3.8132412,J210,333
3379,3.0765967,13.525558,J211,-1
3380,8.504301,0.7104095,J218,375
3381,-3.521243,-0.7699337,J219,387
3382,3.6907034,6.427103,J22,-1
3383,-0.18589033,3.3048942,J300,572
3384,-1.7186686,-0.25127292,J301,416
3385,10.670168,6.1064253,J302,-1
3386,0.555549,7.055823,J303,561
3387,0.85497457,-0.20562251,J304,496
3388,0.610683,-0.08311806,J310,-1
3389,7.210218,-1.6469315,J311,379
3390,11.616306,10.14043,J312,199
3391,-1.9808996,3.8450606,J320,-1
3392,3.9901805,3.4630651,J321,576
3393,14.187219,2.1488812,J322,104
3394,-2.1357017,3.110384,J323,-1
3395,-1.7620947,3.6523547,J324,502
3396,-0.4846669,5.8195796,J328,514
3397,-3.722567,1.6587027,J329,-1
3398,0.5351548,0.18593119,J330,499
3399,8.365094,5.435563,J331,-1
3400,1.9011706,6.591444,J338,-1
3401,-2.7234979,1.0249499,J339,445
3402,3.729475,3.0896747,J340,579
3403,2.9752836,3.836162,J341,-1
3404,1.4837222,0.22680852,J342,497
3405,-3.2112865,4.992529,J343,477
3406,-0.046714723,2.7868783,J348,-1
3407,-0.89377403,0.17343101,J350,417
3408,2.067331,0.7815255,J351,593
3409,0.42815125,9.545119,J352,269
3410,-1.7272507,-2.547287,J353,317
3411,5.394678,-2.791889,J358,353
3412,5.571714,8.86254,J359,-1
3413,-1.0596302,3.1246078,J36,-1
3414,7.688466,2.7199996,J370,398
3415,6.6799335,2.8414636,J371,389
3416,5.857935,-7.4567966,J38,92
3417,-3.8552737,2.7056234,J380,-1
3418,5.2051725,-2.413289,J381,353
3419,-1.6059896,7.7267404,J382,510
3420,-1.5951619,5.3124266,J383,-1
3421,0.28937072,5.424092,J384,515
3422,4.704448,13.358907,J385,-1
3423,7.342112,-2.1075747,J386,-1
3424,0.8345359,3.4039965,J387,-1
3425,2.5387027,6.1833124,J390,-1
3426,0.8200325,2.336481,J391,-1
3427,2.3378937,4.7784824,J392,-1
3428,1.4834013,6.9094334,J393,610
3429,10.644761,12.457929,J394,38
3430,-2.4325314,3.1746094,J398,503
3431,-3.1075888,9.307134,J399,-1
3432,-4.028638,4.3398967,J40,407
3433,-6.3373504,4.165793,J410,-1
3434,-4.960061,8.007758,J411,-1
3435,5.5248923,3.6536925,J42,570
3436,1.4908757,13.286494,J430,-1
3437,4.8163767,-11.110758,J431,20
3438,15.76926,4.799947,J432,42
3439,2.6715703,5.617697,J438,-1
3440,-1.9045078,5.602278,J439,448
3441,11.479704,5.554609,J44,-1
3442,-4.026864,4.293652,J440,407
3443,-4.5829363,3.113236,J441,480
3444,-5.0729346,2.2421749,J442,-1
3445,-1.2582382,0.37664852,J448,501
3446,-2.8565762,1.7111464,J449,-1
3447,-3.2020736,1.0321026,J450,-1
3448,7.4618745,3.51026,J451,-1
3449,-5.318567,-3.0767007,J452,175
3450,-1.6993111,-3.4166448,J458,271
3451,-3.8597443,5.0957046,J459,468
3452,-2.9084141,3.0206869,J46,524
3453,9.568726,-0.7536554,J47,274
3454,0.9083982,-2.6296427,J60,283
3455,-5.5947003,4.2160707,J61,-1
3456,5.557045,8.177283,J628,-1
3457,-2.304227,-7.254481,J634,64
3458,3.8042305,-5.6104126,J638,-1
3459,6.4380407,14.339665,J64,-1
3460,6.922434,1.1110258,J668,460
3461,3.236752,5.94861,J677,613
3462,6.424488,10.881012,J678,189
3463,3.6757913,3.3348577,J679,579
3464,5.7365713,3.8438182,J680,560
3465,-3.4030368,11.565964,J681,121
3466,6.141206,11.032721,J683,189
3467,6.5123043,-5.393633,J684,194
3468,4.8076835,11.991876,J688,-1
3469,5.157385,10.201058,J69,-1
3470,7.8673906,8.409928,J690,-1
3471,0.17447501,7.415303,J698,462
3472,5.5354447,1.4239813,J700,559
3473,4.7517843,1.7393936,J701,489
3474,-1.5108134,-1.673889,J702,336
3475,7.7307835,-2.9748967,J703,-1
3476,14.104742,7.3759756,J709,67
3477,-1.9963413,-1.227575,J80,391
3478,-5.635143,4.533656,J81,331
3479,-1.506273,7.2601023,J82,509
3480,2.9247665,3.2591283,J840,-1
3481,-2.8059802,3.07923,J841,524
3482,5.4726753,5.469928,J848,440
3483,-1.8424782,6.464301,J849,377
3484,1.8256798,6.9727225,J850,610
3485,-0.07752646,7.456166,J851,462
3486,-0.5665823,4.3344855,J852,-1
3487,3.834616,6.2268887,J853,595
3488,-1.7703854,6.2008114,J860,377
3489,-0.15743737,12.250163,J869,209
3490,15.074192,-2.3298123,J90,25
3491,9.677484,-1.1133922,J91,-1
3492,3.3202486,3.712111,J929,600
3493,1.8710394,6.0272365,J930,625
3494,-1.4339465,3.3695533,J931,543
3495,-2.6870317,2.8835185,J938,-1
3496,-2.5622575,2.0827847,J939,525
3497,6.473531,6.722672,J940,419
3498,3.826254,4.7321014,J941,544
3499,-2.2501123,1.3677629,J942,-1
3500,0.76323384,5.664527,J948,508
3501,8.517078,-2.2621279,J949,256
3502,-2.8412867,0.97921824,J950,445
3503,-3.7688465,3.002182,J951,518
3504,-2.499014,4.3230233,J952,485
3505,0.5854864,-8.450212,J953,-1
3506,3.1486287,-6.6912084,J954,140
3507,-4.383922,-3.5699413,J955,-1
3508,2.0514474,-6.029952,J956,143
3509,-2.3557267,1.0324249,J958,445
3510,3.8674526,2.2998233,J959,539
3511,-5.2938056,4.9603763,J960,-1
3512,-6.206695,1.469413,J9600,295
3513,7.6952167,9.036132,J9601,321
3514,-5.909321,1.6250722,J9609,-1
3515,0.1248947,2.4158525,J961,-1
3516,-9.77342,2.1579573,J9610,120
3517,-0.3555779,13.343314,J9611,210
3518,5.742722,12.295323,J9619,-1
3519,-3.0883605,9.061916,J969,260
3520,6.3065343,12.214666,J9690,133
3521,4.730168,-6.5130644,J9691,155
3522,6.5743217,0.16338788,J9699,411
3523,-0.28891194,0.15677024,J980,-1
3524,-4.256716,3.6698582,J981,325
3525,1.2957499,-1.0415595,J982,-1
3526,-1.8389963,-2.3238363,J983,-1
3527,-4.95497,-2.397493,J984,-1
3528,-2.1410758,1.1929828,J985,-1
3529,5.859677,9.767268,J986,-1
3530,1.0155488,7.1325984,J988,561
3531,4.988372,-1.0422677,J989,303
3532,9.101083,-0.9382002,J990,274
3533,-1.724511,4.795446,J991,463
3534,-3.8559093,2.4109445,J998,484
3535,-11.209191,1.4283386,K00,71
3536,9.157813,-10.46757,K001,8
3537,-0.6576176,15.021999,K002,93
3538,0.5466437,-3.4729865,K004,284
3539,2.7865567,10.003641,K006,-1
3540,2.4292903,-9.6231,K0061,72
3541,6.2584095,-7.2336993,K008,92
3542,7.9610996,0.7750402,K011,375
3543,11.403971,10.479677,K0119,199
3544,-2.8410723,-2.705977,K020,270
3545,1.0620438,1.8807521,K021,-1
3546,9.004621,10.7228565,K022,-1
3547,4.011616,-0.6317761,K023,475
3548,8.795751,5.9115705,K024,365
3549,4.3845763,2.6608791,K028,488
3550,-3.5537527,1.0260135,K029,-1
3551,5.915154,-2.3878105,K030,-1
3552,9.896389,8.98768,K031,275
3553,7.7064853,4.2836194,K032,390
3554,-3.0576746,6.057148,K036,-1
3555,4.4896126,3.4970744,K0364,575
3556,13.251481,6.0393457,K0366,141
3557,-8.554038,1.2149173,K0369,-1
3558,8.866375,3.996029,K038,396
3559,13.408666,-5.633106,K039,-1
3560,1.1740634,0.18823181,K040,497
3561,-0.042177267,2.683463,K041,562
3562,5.124552,6.29595,K042,436
3563,4.065135,11.620769,K044,180
3564,3.7273064,4.52712,K045,544
3565,2.9607162,3.44931,K046,-1
3566,0.33131126,5.398064,K047,515
3567,6.3151855,2.0948436,K048,-1
3568,8.664986,3.3587773,K049,-1
3569,1.3632586,5.652984,K050,598
3570,-3.53994,5.456466,K051,-1
3571,13.231142,-3.8431168,K0518,102
3572,7.3855605,7.3656845,K0519,339
3573,1.023166,2.8331413,K052,584
3574,14.248229,7.1342793,K0520,67
3575,-0.90777117,14.800448,K0529,93
3576,-4.5586267,2.0143945,K053,442
3577,0.2565436,-0.6504367,K0539,466
3578,3.0292435,-4.114687,K054,247
3579,0.19220415,9.058088,K055,269
3580,0.19719008,6.3884845,K056,516
3581,-1.4715154,-8.600437,K060,-1
3582,5.6487646,7.619178,K061,427
3583,13.667171,-1.5587473,K062,89
3584,3.6578493,10.230536,K068,272
3585,-9.339692,1.6696073,K0688,118
3586,3.771525,-0.57468545,K069,475
3587,6.2479215,9.320919,K070,287
3588,10.21724,4.318446,K071,-1
3589,-1.9444475,12.391387,K072,-1
3590,8.438762,9.023953,K073,334
3591,7.586462,-1.7606074,K074,376
3592,-1.3299615,10.469384,K075,289
3593,2.9378443,1.0799402,K076,582
3594,10.553375,2.3084464,K078,246
3595,4.953311,-2.3428605,K079,353
3596,3.5983799,13.201625,K080,191
3597,5.929144,11.12971,K081,189
3598,5.5592456,2.8821626,K083,-1
3599,1.9384495,-0.22857937,K088,467
3600,11.895688,12.354454,K0880,41
3601,4.6711216,14.468518,K0881,-1
3602,0.9519729,-2.2113576,K089,-1
3603,1.4900788,2.785496,K090,584
3604,7.349089,7.8063464,K091,339
3605,-6.938992,-0.8504825,K092,233
3606,7.2105355,-2.719818,K098,309
3607,1.7238234,12.449074,K0984,108
3608,-2.688848,12.774612,K099,-1
3609,7.372333,-3.6150477,K100,-1
3610,5.2656627,7.468133,K101,427
3611,3.0485132,3.6600926,K102,600
3612,7.2520814,3.6713586,K1026,393
3613,7.6595397,7.614778,K103,339
3614,2.0363412,4.698886,K108,-1
3615,6.652043,7.3944736,K110,-1
3616,2.677676,-2.839323,K111,-1
3617,-1.2147509,3.7118778,K112,-1
3618,6.1646185,2.9293149,K113,-1
3619,7.3296804,8.738184,K114,322
3620,5.6661,2.812473,K115,557
3621,4.1284037,1.4646854,K116,-1
3622,-5.5491977,8.662478,K117,-1
3623,2.4461102,4.749324,K118,-1
3624,2.4284956,4.311779,K119,603
3625,3.7154467,6.9071765,K120,594
3626,-8.870754,8.8092,K1200,110
3627,-5.272315,1.9466492,K1209,315
3628,-0.1077168,3.3645644,K121,572
3629,6.47864,5.7515287,K1218,-1
3630,8.457311,-2.417463,K1219,256
3631,-0.33307347,4.0618534,K122,-1
3632,0.7482683,1.8372674,K123,581
3633,2.966925,4.7514596,K130,627
